Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Jessica Richardson,270202,Logistics,"Buyer, retail",Contractor,Permanent,40,51.04550788,2019-09-17,Manager 25,26,Involuntary,Female,Group B,44,2020-02-19,Midwest,2023-09-01
Barbara Hancock,885133,Accounting,Social worker,Contractor,Permanent,40,30.9752291,2019-09-18,Manager 7,31,Involuntary,Female,Group D,61,2020-12-17,Midwest,2023-09-01
Emily Patterson,870846,Business Management,"Radiographer, therapeutic",Contractor,Permanent,40,22.74916774,2019-09-19,Manager 27,1,,Male,Group E,41,,Central,2023-09-01
Cheryl Potter,383264,Business Management,Charity fundraiser,Contractor,Permanent,24,87.25356902,2019-09-21,Manager 15,43,,Male,Group B,51,,Northwest,2023-09-01
John Atkinson,693747,Production,Tourist information centre manager,Part-time,Temporary,32,25.08212651,2019-09-21,Manager 26,44,Involuntary,Male,Group D,30,2019-12-08,East,2023-09-01
Jonathan Moran,843613,Sales,Media planner,Contractor,Permanent,32,69.47642297,2019-09-21,Manager 35,29,Involuntary,Female,Group A,44,2019-12-23,North,2023-09-01
Caleb Horton,900631,Production,Farm manager,Full-time,Permanent,40,35.01516663,2019-09-22,Manager 35,29,,Female,Group c,47,,East,2023-09-01
Christopher Norman,258798,IT,"Research officer, political party",Part-time,Permanent,24,63.34883426,2019-09-23,Manager 25,26,,Female,Group E,67,,East,2023-09-01
Damon West,422623,Accounting,Building surveyor,Full-time,Permanent,40,44.33834887,2019-09-23,Manager 46,11,Involuntary,Female,Group A,53,2022-10-08,East,2023-09-01
Teresa Wilkerson,525109,IT,"Designer, exhibition/display",Full-time,Permanent,40,29.04939931,2019-09-24,Manager 39,35,Involuntary,Female,Group D,45,2020-07-11,Midwest,2023-09-01
Wendy Sharp,788672,Business Management,Speech and language therapist,Part-time,Permanent,32,64.12493016,2019-09-24,Manager 28,6,Involuntary,Male,Group D,27,2020-06-02,Midwest,2023-09-01
Elizabeth Wilson,842699,Production,Landscape architect,Contractor,Permanent,40,70.21226214,2019-09-25,Manager 8,17,,Female,Group D,65,,North,2023-09-01
Jerry Williams,264699,Business Management,Data scientist,Contractor,Temporary,40,81.41057875,2019-09-27,Manager 5,13,Voluntary,Male,Group c,65,2021-12-19,Central,2023-09-01
Lauren Jones,538278,Business Management,Licensed conveyancer,Contractor,Permanent,32,76.41898541,2019-09-28,Manager 33,9,,Male,Group c,31,,Midwest,2023-09-01
Gregory Ayers,933944,Logistics,Public librarian,Part-time,Temporary,24,51.54331956,2019-09-28,Manager 18,25,,Male,Group B,39,,Midwest,2023-09-01
Peter Kennedy,979637,HR,Camera operator,Full-time,Temporary,40,64.79440534,2019-09-29,Manager 19,30,,Male,Group c,61,,Midwest,2023-09-01
Stacey Harris,122356,HR,Merchant navy officer,Contractor,Permanent,32,66.57996697,2019-10-01,Manager 8,17,,Female,Group D,47,,Northwest,2023-09-01
Tracy Stephenson,334357,Logistics,Clinical molecular geneticist,Part-time,Permanent,32,25.56184301,2019-10-01,Manager 24,22,,Male,Group E,35,,East,2023-09-01
Megan Smith,576309,Tech,"Librarian, public",Contractor,Temporary,40,63.76062806,2019-10-01,Manager 49,36,,Male,Group B,27,,South,2023-09-01
Brenda Rivera,644710,Sales,Environmental education officer,Contractor,Permanent,24,25.13105251,2019-10-02,Manager 32,33,,Female,Group A,40,,Central,2023-09-01
Jack Robinson,109108,Marketing,"Psychologist, occupational",Contractor,Permanent,40,59.13232748,2019-10-04,Manager 33,9,,Male,Group E,30,,South,2023-09-01
Catherine Richards,643206,Production,Furniture designer,Part-time,Temporary,24,71.65908456,2019-10-06,Manager 6,50,,Male,Group A,59,,Northwest,2023-09-01
James Marquez,196539,Production,Insurance account manager,Full-time,Permanent,40,37.91931656,2019-10-07,Manager 37,7,Involuntary,Female,Group D,44,2020-12-25,Central,2023-09-01
Lauren Diaz,472657,Accounting,Adult nurse,Full-time,Temporary,40,65.71205564,2019-10-11,Manager 30,20,,Female,Group E,41,,Midwest,2023-09-01
Timothy Beck,221045,Sales,Housing manager/officer,Part-time,Temporary,24,52.47899593,2019-10-12,Manager 31,2,,Male,Group B,62,,East,2023-09-01
Jessica Wilcox,651317,Marketing,"Sound technician, broadcasting/film/video",Full-time,Permanent,40,85.85492841,2019-10-12,Manager 33,9,,Male,Group B,57,,South,2023-09-01
Benjamin Smith,729172,Sales,Wellsite geologist,Contractor,Permanent,32,49.3237363,2019-10-12,Manager 19,30,,Male,Group c,63,,Midwest,2023-09-01
Martin Wilson,168407,Tech,Adult nurse,Full-time,Permanent,40,61.97453184,2019-10-14,Manager 29,46,,Female,Group A,63,,Northwest,2023-09-01
Todd Mendez,989041,IT,Location manager,Contractor,Permanent,24,50.9427589,2019-10-15,Manager 14,49,,Female,Group B,62,,North,2023-09-01
Glen Bishop,113597,Logistics,Sports coach,Contractor,Temporary,24,83.10458828,2019-10-16,Manager 24,22,,Female,Group B,61,,East,2023-09-01
Mr. Anthony Travis,235434,HR,Clinical cytogeneticist,Full-time,Permanent,40,53.17210296,2019-10-16,Manager 47,3,,Female,Group B,38,,Northwest,2023-09-01
Krista Williams,530831,Accounting,Tourist information centre manager,Full-time,Permanent,40,70.49943296,2019-10-18,Manager 5,13,,Female,Group B,43,,North,2023-09-01
Charles Williams,517599,Tech,Ship broker,Contractor,Temporary,24,64.69573034,2019-10-19,Manager 22,47,Involuntary,Female,Group c,55,2022-03-22,Midwest,2023-09-01
Cindy Harris,258435,Business Management,Race relations officer,Contractor,Temporary,32,36.71954773,2019-10-21,Manager 11,16,,Male,Group B,39,,North,2023-09-01
Leslie Marquez,650236,Legal,"Surveyor, minerals",Contractor,Temporary,24,76.99051304,2019-10-22,Manager 11,16,Voluntary,Female,Group A,21,2020-01-14,Midwest,2023-09-01
Michael Aguilar,203714,Sales,Photographer,Contractor,Permanent,40,84.89951181,2019-10-24,Manager 37,7,Voluntary,Female,Group B,63,2021-11-01,East,2023-09-01
Stephanie Taylor,293391,Production,IT trainer,Full-time,Temporary,40,61.25412997,2019-10-25,Manager 18,25,,Female,Group B,26,,Midwest,2023-09-01
Rebekah Rose,710559,Logistics,"Embryologist, clinical",Full-time,Temporary,40,38.68660422,2019-10-25,Manager 6,50,,Female,Group D,58,,Central,2023-09-01
Matthew Hampton,481488,Marketing,Banker,Full-time,Permanent,40,31.44450114,2019-10-26,Manager 10,41,,Male,Group c,63,,South,2023-09-01
Alexandra Morgan,686717,HR,Art gallery manager,Full-time,Permanent,40,76.31188968,2019-10-26,Manager 30,20,Involuntary,Male,Group c,65,2021-12-13,North,2023-09-01
Janet Blake,138600,IT,Production engineer,Part-time,Temporary,24,42.44130747,2019-10-27,Manager 40,18,,Female,Group D,27,,Midwest,2023-09-01
Michael Gonzalez,960803,Accounting,Artist,Contractor,Temporary,32,24.47837848,2019-10-29,Manager 20,23,Voluntary,Male,Group A,32,2021-11-11,South,2023-09-01
Stephanie Hall,450162,Marketing,Production engineer,Part-time,Temporary,32,24.9285834,2019-11-01,Manager 24,22,Involuntary,Male,Group D,31,2021-11-24,Midwest,2023-09-01
Mr. Christopher Brown,481348,Legal,Furniture designer,Full-time,Permanent,40,51.84374362,2019-11-01,Manager 44,21,,Male,Group E,33,,Midwest,2023-09-01
David Martin,262197,Legal,Environmental education officer,Full-time,Temporary,40,79.76960439,2019-11-02,Manager 3,14,,Male,Group c,42,,East,2023-09-01
Jeffrey Phillips,539300,HR,"Buyer, retail",Contractor,Temporary,24,86.90367177,2019-11-05,Manager 29,46,,Female,Group A,41,,Central,2023-09-01
Melissa Hawkins,320774,Business Management,"Sales professional, IT",Part-time,Temporary,24,31.76765425,2019-11-07,Manager 15,43,,Male,Group A,34,,South,2023-09-01
Michelle Brown,779502,Marketing,Health and safety inspector,Contractor,Temporary,32,55.2063479,2019-11-07,Manager 48,42,,Female,Group c,33,,Central,2023-09-01
Erin Bradley MD,777500,Marketing,"Therapist, nutritional",Full-time,Permanent,40,58.6451825,2019-11-11,Manager 42,15,,Male,Group E,41,,Midwest,2023-09-01
Christine Shelton,280746,IT,Print production planner,Part-time,Temporary,32,76.58740476,2019-11-15,Manager 36,32,Involuntary,Male,Group E,28,2021-01-27,Central,2023-09-01
Ann Peterson,511011,Accounting,"Designer, exhibition/display",Full-time,Permanent,40,23.74742099,2019-11-16,Manager 4,5,Involuntary,Male,Group A,53,2021-04-17,Central,2023-09-01
David Harvey,806877,Tech,"Producer, radio",Contractor,Temporary,32,59.04726487,2019-11-16,Manager 19,30,,Female,Group B,60,,Midwest,2023-09-01
Theresa Bridges,272487,IT,Social researcher,Part-time,Temporary,24,60.51531681,2019-11-18,Manager 47,3,Involuntary,Female,Group E,27,2021-07-30,East,2023-09-01
Kelsey Davis,565627,Legal,"Librarian, academic",Contractor,Temporary,32,21.9601645,2019-11-21,Manager 13,37,,Male,Group D,28,,Northwest,2023-09-01
Brandy Jennings,397615,IT,Nature conservation officer,Full-time,Permanent,40,39.96699158,2019-11-24,Manager 30,20,,Male,Group D,39,,East,2023-09-01
William Francis,167100,Business Management,Exhibition designer,Contractor,Temporary,32,57.68045143,2019-11-29,Manager 34,10,,Female,Group A,66,,Northwest,2023-09-01
Ryan Kirk,624078,Accounting,Comptroller,Full-time,Permanent,40,42.95517794,2019-11-29,Manager 27,1,,Female,Group D,58,,Central,2023-09-01
Cesar Woods,616874,IT,Field seismologist,Part-time,Permanent,24,67.69190535,2019-11-30,Manager 4,5,,Female,Group E,66,,Central,2023-09-01
Michael Rodriguez,883808,Tech,"Surveyor, building control",Full-time,Temporary,40,61.91472357,2019-11-30,Manager 44,21,,Male,Group E,50,,East,2023-09-01
Mary Santiago,765881,Accounting,Health visitor,Full-time,Temporary,40,50.81940151,2019-12-01,Manager 8,17,,Male,Group E,47,,South,2023-09-01
Megan Beltran,464085,Production,"Engineer, control and instrumentation",Part-time,Temporary,32,28.70555595,2019-12-02,Manager 50,28,,Female,Group B,27,,East,2023-09-01
Vanessa Hodge,878216,Business Management,Applications developer,Full-time,Temporary,40,25.61581074,2019-12-03,Manager 41,34,,Male,Group E,37,,South,2023-09-01
Jasmine Morgan,970829,Production,"Therapist, art",Full-time,Permanent,40,28.78086507,2019-12-03,Manager 7,31,,Female,Group A,45,,Northwest,2023-09-01
Rebecca Cook,627435,HR,Environmental health practitioner,Part-time,Temporary,24,75.07030357,2019-12-05,Manager 42,15,,Male,Group A,26,,South,2023-09-01
Joann Hale,110901,Legal,Medical technical officer,Full-time,Temporary,40,53.5058997,2019-12-06,Manager 37,7,,Male,Group B,58,,Midwest,2023-09-01
David Kelley,893488,Business Management,"Scientist, audiological",Full-time,Temporary,40,21.29355025,2019-12-06,Manager 33,9,,Male,Group E,43,,Central,2023-09-01
Holly Wood,764788,Accounting,Chartered legal executive (England and Wales),Full-time,Temporary,40,25.35900678,2019-12-07,Manager 49,36,,Male,Group E,53,,South,2023-09-01
Dr. Michelle Gonzalez,231004,Marketing,Film/video editor,Full-time,Permanent,40,22.67291682,2019-12-10,Manager 46,11,Involuntary,Male,Group D,65,2020-01-09,East,2023-09-01
Derrick Martin,461739,Legal,Armed forces technical officer,Part-time,Temporary,24,85.12354224,2019-12-10,Manager 37,7,,Male,Group E,36,,Midwest,2023-09-01
Jennifer Contreras,393779,HR,"Engineer, site",Full-time,Permanent,40,85.82093996,2019-12-12,Manager 44,21,Voluntary,Female,Group E,47,2022-11-05,East,2023-09-01
David Decker,907041,Sales,Commissioning editor,Contractor,Permanent,24,25.2040955,2019-12-13,Manager 40,18,,Male,Group E,39,,East,2023-09-01
Todd Horton,757441,IT,"Producer, radio",Contractor,Permanent,24,64.87004777,2019-12-17,Manager 12,24,,Female,Group B,61,,North,2023-09-01
James Collins,313203,Legal,Camera operator,Full-time,Permanent,40,39.01461506,2019-12-18,Manager 28,6,Involuntary,Female,Group c,25,2023-03-23,Central,2023-09-01
Matthew Whitehead,408590,Legal,Financial trader,Part-time,Permanent,24,56.4753447,2019-12-18,Manager 23,27,,Male,Group A,47,,East,2023-09-01
Chelsea Thomas,243310,Legal,Visual merchandiser,Full-time,Permanent,40,30.74155329,2019-12-19,Manager 12,24,Voluntary,Male,Group E,56,2023-03-06,East,2023-09-01
Ashley Wilson,594513,Tech,Soil scientist,Part-time,Permanent,24,72.10331202,2019-12-19,Manager 4,5,,Male,Group B,59,,Midwest,2023-09-01
Travis Parker,229163,Business Management,"Geologist, engineering",Full-time,Temporary,40,81.3776004,2019-12-20,Manager 6,50,,Female,Group B,66,,Central,2023-09-01
Brett Evans,861355,IT,"Production assistant, radio",Full-time,Permanent,40,60.13806848,2019-12-20,Manager 14,49,,Male,Group c,43,,Northwest,2023-09-01
Samantha Smith,205141,Business Management,Curator,Part-time,Permanent,32,29.8244382,2019-12-21,Manager 4,5,,Male,Group c,59,,Northwest,2023-09-01
Frances Ortiz,549885,Sales,Mechanical engineer,Full-time,Temporary,40,74.66526301,2019-12-22,Manager 31,2,Voluntary,Female,Group D,53,2020-11-12,North,2023-09-01
Kenneth Mcdonald,579984,Business Management,Charity officer,Full-time,Permanent,40,79.14295211,2019-12-23,Manager 45,12,Involuntary,Male,Group D,62,2022-03-14,Central,2023-09-01
Teresa Ramos,541992,Sales,Sports coach,Full-time,Permanent,40,55.27754489,2019-12-24,Manager 41,34,,Female,Group A,67,,East,2023-09-01
Wendy Jackson,742130,Accounting,Sports coach,Part-time,Temporary,24,76.52419956,2019-12-26,Manager 50,28,Voluntary,Female,Group D,45,2022-03-02,North,2023-09-01
Aaron Pham,127220,Marketing,Risk analyst,Contractor,Permanent,40,59.96628258,2019-12-28,Manager 33,9,,Male,Group B,48,,Midwest,2023-09-01
Lisa Chavez,203330,Production,Industrial buyer,Contractor,Permanent,32,61.17726446,2019-12-28,Manager 11,16,,Female,Group c,61,,South,2023-09-01
Michael Black,869559,Business Management,Agricultural engineer,Part-time,Permanent,24,82.04077043,2019-12-28,Manager 1,19,Voluntary,Male,Group A,62,2020-03-06,East,2023-09-01
Leah Lin,510368,Logistics,Retail merchandiser,Contractor,Temporary,40,35.75858038,2019-12-29,Manager 28,6,,Male,Group c,64,,North,2023-09-01
James Santiago DDS,102237,Tech,Printmaker,Full-time,Temporary,40,73.11473754,2019-12-30,Manager 20,23,Involuntary,Male,Group D,36,2023-03-23,Central,2023-09-01
Susan Sanchez,776776,Tech,Diplomatic Services operational officer,Contractor,Temporary,24,43.78352007,2019-12-30,Manager 38,38,,Female,Group D,43,,Midwest,2023-09-01
Benjamin Daniels,126249,IT,Event organiser,Part-time,Permanent,32,62.31992682,2020-01-02,Manager 26,44,Involuntary,Male,Group D,47,2023-03-06,East,2023-09-01
Matthew Ramirez,541124,Accounting,Fitness centre manager,Full-time,Permanent,40,56.85732583,2020-01-03,Manager 26,44,,Male,Group c,64,,Northwest,2023-09-01
Cathy Fischer,143133,Tech,"Scientist, biomedical",Full-time,Temporary,40,80.23948078,2020-01-04,Manager 16,8,,Female,Group E,26,,North,2023-09-01
Andrea Hunter,673865,IT,Charity fundraiser,Full-time,Temporary,40,23.43600275,2020-01-04,Manager 20,23,,Male,Group D,36,,South,2023-09-01
Stacey Brown,508528,IT,"Engineer, biomedical",Part-time,Temporary,24,38.92132055,2020-01-06,Manager 35,29,,Female,Group c,62,,Central,2023-09-01
Nathan Fitzgerald,727554,Accounting,Early years teacher,Full-time,Permanent,40,70.13680583,2020-01-07,Manager 33,9,Involuntary,Male,Group c,37,2022-02-04,Central,2023-09-01
Michael Garcia,509581,Business Management,"Scientist, biomedical",Part-time,Permanent,24,34.11397166,2020-01-08,Manager 19,30,,Female,Group A,44,,Northwest,2023-09-01
Edward Ortiz,591789,Tech,Copy,Contractor,Permanent,24,34.87012535,2020-01-10,Manager 12,24,,Female,Group c,41,,South,2023-09-01
Alexis Graves,431003,HR,Furniture designer,Part-time,Temporary,32,28.28399273,2020-01-12,Manager 23,27,Involuntary,Male,Group B,27,2023-03-23,Midwest,2023-09-01
Jason Garcia,185059,Logistics,Art gallery manager,Contractor,Permanent,24,54.59344378,2020-01-13,Manager 29,46,,Female,Group B,44,,Midwest,2023-09-01
Michael Potter,656129,Business Management,Barista,Contractor,Permanent,24,85.57501101,2020-01-13,Manager 4,5,Voluntary,Female,Group A,27,2023-03-06,Midwest,2023-09-01
Brandi Oconnor,297175,IT,"Biochemist, clinical",Part-time,Permanent,32,59.55459867,2020-01-14,Manager 35,29,,Male,Group B,28,,South,2023-09-01
Natalie Mitchell,652458,Sales,Adult guidance worker,Part-time,Permanent,32,81.24925415,2020-01-16,Manager 4,5,,Female,Group B,37,,Northwest,2023-09-01
Edward Bradley,822999,Tech,Diplomatic Services operational officer,Contractor,Temporary,24,56.64531132,2020-01-16,Manager 3,14,,Male,Group c,24,,East,2023-09-01
Robin Murphy,792597,IT,Banker,Part-time,Permanent,24,63.97575336,2020-01-20,Manager 5,13,,Female,Group A,49,,Midwest,2023-09-01
Elizabeth Cole,545883,HR,"Journalist, newspaper",Full-time,Temporary,40,32.08612688,2020-01-22,Manager 17,4,,Male,Group D,36,,Northwest,2023-09-01
Toni Carter,182291,Logistics,Commissioning editor,Part-time,Temporary,24,65.17446716,2020-01-23,Manager 30,20,,Male,Group D,63,,South,2023-09-01
Hannah Harris,797308,Tech,"Doctor, hospital",Full-time,Permanent,40,27.76409833,2020-01-23,Manager 37,7,,Male,Group c,22,,Midwest,2023-09-01
Nichole Browning,165291,Business Management,"Programmer, multimedia",Part-time,Temporary,24,52.22511323,2020-01-25,Manager 21,45,,Female,Group D,34,,Midwest,2023-09-01
Micheal Ellison,418540,Legal,"Scientist, physiological",Part-time,Permanent,24,58.95334446,2020-01-26,Manager 3,14,,Male,Group c,31,,North,2023-09-01
Monica Evans,829162,Business Management,Investment analyst,Contractor,Temporary,24,60.89595626,2020-01-26,Manager 49,36,,Female,Group D,51,,North,2023-09-01
John Meyer,670740,Logistics,Economist,Part-time,Temporary,24,77.84587715,2020-01-29,Manager 30,20,,Male,Group A,63,,North,2023-09-01
Brittany Lee,887759,IT,Associate Professor,Part-time,Temporary,32,56.01258883,2020-01-30,Manager 19,30,,Male,Group B,50,,North,2023-09-01
Juan Taylor,890316,Logistics,Sports development officer,Contractor,Permanent,40,83.60466006,2020-01-30,Manager 21,45,,Female,Group E,50,,Central,2023-09-01
David Beck,671388,Sales,Multimedia specialist,Contractor,Temporary,24,61.87970265,2020-01-31,Manager 30,20,Involuntary,Female,Group A,36,2021-04-10,South,2023-09-01
Charles Robinson,595287,Sales,Physiotherapist,Part-time,Permanent,32,65.49765081,2020-02-01,Manager 16,8,Voluntary,Male,Group A,28,2022-01-12,North,2023-09-01
Chelsea Atkinson,716458,Sales,Race relations officer,Part-time,Permanent,32,24.91993871,2020-02-03,Manager 50,28,,Female,Group E,59,,Northwest,2023-09-01
Rebecca Scott,753515,IT,Occupational psychologist,Contractor,Temporary,40,31.58437347,2020-02-03,Manager 2,40,,Female,Group A,43,,Northwest,2023-09-01
Christine Vasquez,898174,IT,"Accountant, chartered",Contractor,Temporary,32,28.42310254,2020-02-03,Manager 44,21,,Male,Group c,55,,Midwest,2023-09-01
Hector Allen,519469,Tech,"Engineer, automotive",Full-time,Temporary,40,64.51741634,2020-02-05,Manager 44,21,,Male,Group E,54,,North,2023-09-01
Desiree Berry,117650,Production,Newspaper journalist,Full-time,Temporary,40,85.11079004,2020-02-06,Manager 30,20,,Male,Group E,26,,Northwest,2023-09-01
Emily Ramirez,910972,IT,"Engineer, maintenance",Part-time,Permanent,32,74.18781223,2020-02-06,Manager 12,24,,Male,Group B,43,,Central,2023-09-01
Heidi Moore,356198,Marketing,Pathologist,Contractor,Temporary,24,54.92663593,2020-02-07,Manager 47,3,Voluntary,Male,Group c,66,2022-07-22,South,2023-09-01
Kimberly Goodman,355401,Production,"Therapist, occupational",Full-time,Temporary,40,44.42189219,2020-02-09,Manager 24,22,,Female,Group D,32,,Midwest,2023-09-01
William Elliott,608833,HR,Automotive engineer,Contractor,Temporary,40,22.51633762,2020-02-13,Manager 1,19,,Male,Group E,35,,East,2023-09-01
Stephen Collins,659675,Legal,Psychiatric nurse,Contractor,Temporary,40,28.28373563,2020-02-13,Manager 46,11,,Female,Group A,41,,Central,2023-09-01
Theresa Johnson,673641,Legal,Broadcast presenter,Part-time,Permanent,32,56.96822396,2020-02-13,Manager 20,23,Involuntary,Female,Group B,56,2020-04-17,South,2023-09-01
Matthew Mack,971103,Business Management,Aeronautical engineer,Part-time,Permanent,24,49.63025373,2020-02-13,Manager 13,37,,Female,Group D,23,,Midwest,2023-09-01
Joseph Taylor,167948,Tech,"Engineer, electrical",Part-time,Temporary,32,21.95226904,2020-02-17,Manager 1,19,,Female,Group E,50,,South,2023-09-01
Michael Chapman,933221,IT,Cartographer,Part-time,Temporary,24,30.92843434,2020-02-17,Manager 46,11,Voluntary,Female,Group c,46,2022-11-16,East,2023-09-01
Kathy Carlson,323492,Logistics,"Accountant, chartered",Full-time,Temporary,40,35.94034747,2020-02-18,Manager 34,10,,Female,Group D,58,,Northwest,2023-09-01
Michelle Davis,682552,Tech,Education administrator,Contractor,Temporary,32,79.37822112,2020-02-20,Manager 40,18,Involuntary,Female,Group B,49,2021-11-25,Northwest,2023-09-01
Erin Wright,956379,IT,Publishing rights manager,Contractor,Permanent,32,42.72025109,2020-02-20,Manager 25,26,Involuntary,Female,Group D,59,2022-02-23,East,2023-09-01
Michelle Williams,662538,Sales,Amenity horticulturist,Contractor,Temporary,32,22.75163967,2020-02-23,Manager 1,19,,Female,Group B,25,,North,2023-09-01
Corey Miller,185322,Production,Ecologist,Part-time,Permanent,32,58.10873699,2020-02-26,Manager 35,29,,Male,Group D,62,,Midwest,2023-09-01
Patricia Fox,797343,Legal,Hydrographic surveyor,Full-time,Temporary,40,57.95705999,2020-02-26,Manager 21,45,,Male,Group D,40,,North,2023-09-01
Eric Munoz,867270,Production,"Lighting technician, broadcasting/film/video",Contractor,Temporary,40,65.48445195,2020-02-26,Manager 17,4,,Female,Group D,39,,Northwest,2023-09-01
Andrew Carr,715023,Accounting,"Scientist, biomedical",Part-time,Permanent,32,63.98596139,2020-02-27,Manager 50,28,Voluntary,Male,Group D,62,2022-08-07,Central,2023-09-01
James Spencer,781816,Tech,Trade mark attorney,Part-time,Permanent,32,39.57408907,2020-02-27,Manager 32,33,Involuntary,Male,Group c,62,2020-03-11,Central,2023-09-01
Destiny Johnson,462589,HR,Set designer,Full-time,Temporary,40,21.89233219,2020-02-28,Manager 32,33,,Male,Group B,32,,Central,2023-09-01
David Lopez,593928,Accounting,Lexicographer,Full-time,Permanent,40,53.68888325,2020-03-03,Manager 23,27,Involuntary,Male,Group D,56,2021-07-09,Northwest,2023-09-01
Brian Conner,910111,Marketing,Quantity surveyor,Full-time,Permanent,40,44.61635792,2020-03-05,Manager 17,4,,Female,Group D,38,,Central,2023-09-01
Brian Walsh,115634,Sales,Senior tax professional/tax inspector,Contractor,Temporary,40,77.76722113,2020-03-06,Manager 10,41,,Female,Group A,59,,Midwest,2023-09-01
Kiara Smith,159257,Tech,"Pharmacist, hospital",Contractor,Temporary,24,89.65214765,2020-03-06,Manager 45,12,,Female,Group B,66,,Midwest,2023-09-01
Lisa Schmitt,701472,Production,Music tutor,Full-time,Permanent,40,86.67660995,2020-03-06,Manager 34,10,,Male,Group D,52,,Central,2023-09-01
Joshua Rivera,718600,Logistics,Insurance risk surveyor,Full-time,Permanent,40,87.05634317,2020-03-06,Manager 13,37,,Male,Group E,42,,South,2023-09-01
David Campbell,881619,Tech,Broadcast presenter,Contractor,Permanent,40,63.03407659,2020-03-07,Manager 3,14,,Male,Group A,53,,South,2023-09-01
Carlos Willis,340488,Sales,Secondary school teacher,Part-time,Permanent,24,28.49327213,2020-03-08,Manager 34,10,,Male,Group c,48,,East,2023-09-01
Sarah Jones,655175,Legal,"Journalist, newspaper",Contractor,Permanent,24,45.05152777,2020-03-08,Manager 27,1,,Male,Group c,30,,Midwest,2023-09-01
Catherine Collins,942668,IT,"Psychologist, sport and exercise",Full-time,Temporary,40,47.65597424,2020-03-08,Manager 25,26,,Male,Group E,35,,North,2023-09-01
Mrs. Patricia Santos,238880,IT,Television camera operator,Part-time,Temporary,24,37.59785164,2020-03-10,Manager 22,47,Voluntary,Female,Group B,30,2021-10-19,North,2023-09-01
Molly Marshall,853674,HR,Forensic scientist,Contractor,Temporary,32,33.78740811,2020-03-10,Manager 12,24,,Female,Group D,25,,Northwest,2023-09-01
Jeremy Lewis,806892,Accounting,"Engineer, land",Part-time,Temporary,24,46.20778073,2020-03-11,Manager 50,28,,Female,Group c,42,,Central,2023-09-01
Kevin Miller,452488,Logistics,Primary school teacher,Part-time,Permanent,24,33.46113396,2020-03-12,Manager 17,4,,Male,Group D,51,,Northwest,2023-09-01
Ashley Oconnor,688657,Legal,Soil scientist,Part-time,Temporary,32,36.94555302,2020-03-12,Manager 45,12,,Female,Group D,33,,Central,2023-09-01
Mario Cannon,390014,Logistics,Armed forces technical officer,Contractor,Permanent,24,37.49625017,2020-03-13,Manager 37,7,,Female,Group D,28,,Midwest,2023-09-01
Aaron Conway,507364,Legal,"Biochemist, clinical",Full-time,Temporary,40,28.06270094,2020-03-15,Manager 24,22,,Male,Group D,52,,North,2023-09-01
Angela Jacobs,337423,IT,Academic librarian,Part-time,Temporary,24,29.51694941,2020-03-17,Manager 28,6,,Male,Group E,41,,South,2023-09-01
Kenneth West,455163,IT,Legal executive,Part-time,Temporary,32,80.48548447,2020-03-19,Manager 27,1,,Male,Group c,42,,Central,2023-09-01
Lisa Joseph,864596,Production,Broadcast journalist,Contractor,Temporary,24,87.23016297,2020-03-19,Manager 5,13,,Male,Group E,46,,Midwest,2023-09-01
Lisa Allen,962296,Business Management,Chief Operating Officer,Part-time,Temporary,32,63.17541404,2020-03-19,Manager 45,12,,Female,Group B,27,,Northwest,2023-09-01
Stephen Nelson,292038,Logistics,Ceramics designer,Full-time,Temporary,40,66.31979719,2020-03-20,Manager 13,37,,Female,Group A,67,,East,2023-09-01
David Ayala,383489,HR,Orthoptist,Contractor,Permanent,40,43.56165381,2020-03-26,Manager 14,49,,Male,Group E,59,,South,2023-09-01
Mrs. Michelle Dominguez,942704,Sales,Comptroller,Full-time,Permanent,40,73.09260746,2020-03-26,Manager 27,1,,Female,Group c,21,,Midwest,2023-09-01
Nancy Curry,438315,IT,"Scientist, physiological",Full-time,Permanent,40,53.58942592,2020-03-28,Manager 37,7,,Female,Group E,50,,East,2023-09-01
Michael Rosario,215042,Production,Ecologist,Contractor,Temporary,40,40.07647783,2020-03-29,Manager 35,29,,Male,Group A,22,,East,2023-09-01
Wendy Martinez,671765,Business Management,Metallurgist,Full-time,Temporary,40,46.68413305,2020-03-29,Manager 50,28,,Female,Group A,43,,East,2023-09-01
Barbara Robinson,203650,Accounting,Horticultural therapist,Full-time,Permanent,40,36.5388582,2020-04-01,Manager 5,13,,Female,Group E,27,,East,2023-09-01
Jay Sanders,877093,Production,English as a second language teacher,Full-time,Temporary,40,80.4405058,2020-04-05,Manager 47,3,,Male,Group E,44,,North,2023-09-01
Lee Hudson,480321,Production,Tourism officer,Full-time,Permanent,40,34.80641192,2020-04-07,Manager 16,8,,Male,Group E,40,,Midwest,2023-09-01
Brian Wilson Jr.,704777,Sales,Air broker,Part-time,Temporary,24,61.14968303,2020-04-07,Manager 4,5,,Male,Group A,44,,Central,2023-09-01
Troy Brown,322595,HR,Photographer,Full-time,Temporary,40,21.42053854,2020-04-09,Manager 24,22,,Female,Group c,47,,Midwest,2023-09-01
